Datetime,demand,price,solar_power,wind_power
2019-01-01 00:00:00,20,2,0.0,9.5
2019-01-01 01:00:00,20,2,0.0,11.8
2019-01-01 02:00:00,20,2,0.0,10.93
2019-01-01 03:00:00,20,2,0.0,10.39
2019-01-01 04:00:00,20,2,0.0,8.62
2019-01-01 05:00:00,20,2,0.0,8.62
2019-01-01 06:00:00,20,2,0.0,8.23
2019-01-01 07:00:00,20,2,16.31,11.46
2019-01-01 08:00:00,20,2,31.5,22.81
2019-01-01 09:00:00,20,2,44.55,23.66
2019-01-01 10:00:00,20,2,54.56,18.16
2019-01-01 11:00:00,20,2,60.85,25.76
2019-01-01 12:00:00,20,2,63.0,24.66
2019-01-01 13:00:00,20,2,60.85,19.7
2019-01-01 14:00:00,20,2,54.56,19.45
2019-01-01 15:00:00,20,2,44.55,19.47
2019-01-01 16:00:00,20,2,31.5,20.43
2019-01-01 17:00:00,20,2,16.31,22.2
2019-01-01 18:00:00,20,2,0.0,21.46
2019-01-01 19:00:00,20,2,0.0,20.33
2019-01-01 20:00:00,20,2,0.0,22.89
2019-01-01 21:00:00,20,2,0.0,19.12
2019-01-01 22:00:00,20,2,0.0,20.34
2019-01-01 23:00:00,20,2,0.0,20.93
