timestamp,demand_kw,price_eur_mwh,solar_potential_kw,wind_potential_kw
2025-01-01 00:00:00,33.26619516617459,16.29400454060376,0.0,79.7644950710337
2025-01-01 01:00:00,31.571817475593935,26.679362394680034,0.0,54.00942633581125
2025-01-01 02:00:00,28.77998183237141,28.60454361489709,0.0,56.32317554792274
2025-01-01 03:00:00,34.47300917777825,25.678916747824726,0.0,49.77814902452366
2025-01-01 04:00:00,30.29631823904663,30.248570509366893,0.0,72.15479792150515
2025-01-01 05:00:00,27.907846435358756,35.132827018690655,0.0,84.3365868479508
2025-01-01 06:00:00,78.97415293923113,54.22694706023868,12.635890497709097,62.97982611373735
2025-01-01 07:00:00,71.93023251229945,48.341073103301746,18.614680057533597,34.664751757082456
2025-01-01 08:00:00,78.96700494963345,58.86042364040986,28.80619924539017,34.27427341831678
2025-01-01 09:00:00,82.88505749787288,60.718812462953444,41.99479226044981,13.718030711533558
2025-01-01 10:00:00,60.43184346845417,25.963314122918284,47.1655310771981,40.28866670684247
2025-01-01 11:00:00,65.74580864724297,43.70945761588282,56.89256646563448,35.10110797494775
2025-01-01 12:00:00,57.71943275575697,35.59227141625957,73.998445788769,37.598803925458604
2025-01-01 13:00:00,50.65359245776297,36.73418397861553,74.22916743549295,32.574855602884675
2025-01-01 14:00:00,52.028014017399016,34.20097651322723,67.30885950252102,35.81403105095458
2025-01-01 15:00:00,59.003539761316375,38.66196791410757,68.54993847873583,35.55085918289692
2025-01-01 16:00:00,49.112127934052424,28.40049518048223,55.829097106926646,49.74205961811277
2025-01-01 17:00:00,43.76184091913494,36.576274476799696,46.275056638137265,35.87046352752901
2025-01-01 18:00:00,104.48704583814484,87.71543423019173,38.158376903147285,60.252243814151264
2025-01-01 19:00:00,109.06713954990413,77.25535494843137,23.195191895803045,56.43030464021167
2025-01-01 20:00:00,99.21989725202627,69.69053670529357,16.22544859622007,34.69619295180608
2025-01-01 21:00:00,104.45623337177494,81.8130425035645,0.0,49.30582162396123
2025-01-01 22:00:00,64.43209611735777,55.371325601791376,0.0,42.643389711277734
2025-01-01 23:00:00,63.47961481669333,54.092324558742,0.0,22.995872508813466
2025-01-02 00:00:00,30.5650133511311,15.198546490262556,0.0,78.47984118386339
2025-01-02 01:00:00,26.85686808804084,19.817232300221548,0.0,65.9172774938978
2025-01-02 02:00:00,29.634242033938865,10.301648373691926,0.0,63.53553651178261
2025-01-02 03:00:00,32.063702042449336,32.77891957560494,0.0,58.38055438151108
2025-01-02 04:00:00,34.08700135841278,28.34521568501718,0.0,36.69254606882322
2025-01-02 05:00:00,31.502752715995676,22.01372984522312,0.0,49.28415048149899
2025-01-02 06:00:00,78.2824854933789,43.60633585792474,11.394201897988106,67.86037293809235
2025-01-02 07:00:00,82.49127979548545,48.993701767870476,16.981640318543164,24.797319556492653
2025-01-02 08:00:00,83.86245414765419,59.748556172603514,27.56259889173535,12.346864064222082
2025-01-02 09:00:00,81.70031659667666,47.69066538919149,34.080154807998895,31.72758188903698
2025-01-02 10:00:00,55.29371149168617,39.7226656184547,41.85612609043781,32.44530681349758
2025-01-02 11:00:00,58.24022635088128,51.388660103138605,63.59295993850531,34.77739560724568
2025-01-02 12:00:00,63.321747000964734,39.553450956974274,63.332811602910176,39.76376298548128
2025-01-02 13:00:00,42.36521444990706,23.465726823154995,69.02843196365963,45.49911948054678
