Datetime;demand;price;solar_power_0;wind_power_0;temperature_C;wind_speed_mps;irradiance_index;day_type;comfort_index
2024-01-01 00:00:00;5.6240336219;11.05546120460702;0.0;2.5628962762603216;8.4344143617;2.6412204126;0.0;weekday;acceptable
2024-01-01 01:00:00;4.8872458343;12.419317458389601;0.0;2.2280350149796773;2.1198113869;0.344925431;0.0;weekday;acceptable
2024-01-01 02:00:00;5.2795891717;12.493965189625005;0.0;2.34938474223948;5.8536983566;1.7523561668;0.0;weekday;acceptable
2024-01-01 03:00:00;5.7191328252;14.745788325470079;0.0;2.5368092802503184;7.0919349345;1.6673468399;0.0;weekday;acceptable
2024-01-01 04:00:00;5.8989769956;14.104554436590918;0.0;1.3928545147398363;3.67663271;1.3953848897;0.0;weekday;acceptable
2024-01-01 05:00:00;6.9573623018;15.491550558084603;0.0;2.0159169020465653;4.6145040656;1.2857179435;0.0;weekday;acceptable
2024-01-01 06:00:00;7.6948741881;14.760443074877772;0.0;1.933369501051541;6.1908532786;1.4754150166;0.0;weekday;acceptable
2024-01-01 07:00:00;8.38856075;13.183550928262768;3.775904455054923;1.8410700113762402;8.8219243603;0.3010966721;0.2588190451025208;weekday;acceptable
2024-01-01 08:00:00;8.5136012157;15.67570918131751;7.294487261474998;2.040307846093854;7.3855978859;0.6970302828;0.4999999999999999;weekday;acceptable
2024-01-01 09:00:00;8.1047963264;11.719840521021538;10.315962815735723;3.009879202723636;4.4274294797;1.2764072613;0.7071067811865476;weekday;acceptable
2024-01-01 10:00:00;7.553567712;10.837869732567015;12.634422552038659;1.7167553224657268;10.8369138842;2.5853503009;0.8660254037844385;weekday;acceptable
2024-01-01 11:00:00;7.293398433;11.249542054238123;14.091867270790647;2.7213971625599807;7.8166203165;1.2877842221;0.9659258262890684;weekday;acceptable
2024-01-01 12:00:00;6.257838049;15.115319052624834;14.58897452295;1.2692186666592695;4.5567606196;0.3557974606;1.0;weekday;acceptable
2024-01-01 13:00:00;5.7840337932;13.522803646007269;14.091867270790647;2.007583466138736;6.6386452402;1.1304712211;0.9659258262890685;weekday;acceptable
2024-01-01 14:00:00;5.3080745435;11.684985327639062;12.634422552038663;2.2801670058090204;4.4535482403;1.2268178273;0.8660254037844387;weekday;acceptable
2024-01-01 15:00:00;5.2050058079;13.76226314723341;10.315962815735725;2.512124230699753;4.9811438281;1.3835539537;0.7071067811865477;weekday;acceptable
2024-01-01 16:00:00;6.5864738288;11.630208352698537;7.294487261474998;2.5805958787668732;7.5205615587;1.9903515867;0.4999999999999999;weekday;acceptable
2024-01-01 17:00:00;8.4249847493;14.956123981457733;3.775904455054926;2.6255778428723735;8.0276735203;0.9783005665;0.258819045102521;weekday;acceptable
2024-01-01 18:00:00;9.4962622738;13.426690091275521;1.7866340952373e-15;2.000002519771568;3.1494211565;1.4525803782;1.2246467991473532e-16;weekday;acceptable
2024-01-01 19:00:00;9.3290989415;13.028472472091591;0.0;1.93776296464566;3.7759599651;1.1840527853;0.0;weekday;acceptable
2024-01-01 20:00:00;8.6120750888;12.542375670553787;0.0;2.6609784789574458;6.5874594685;3.0008309042;0.0;weekday;acceptable
2024-01-01 21:00:00;8.5593053085;14.552387306368473;0.0;2.0862304531996996;4.8289093218;1.0315026951;0.0;weekday;acceptable
2024-01-01 22:00:00;8.2314594873;12.91103632656404;0.0;1.492255260363958;5.9930276858;1.4083907977;0.0;weekday;acceptable
2024-01-01 23:00:00;7.8228998421;11.234881705522339;0.0;1.5702550229448293;5.9819846997;1.1269694354;0.0;weekday;acceptable
2024-01-02 00:00:00;5.336736718;10.7060879282;0.0;0.460951658;7.7249303892;0.7916808579;0.0;weekday;acceptable
2024-01-02 01:00:00;5.2751002662;12.4360104442;0.0;0.6437032501;2.9329436814;1.1055552843;0.0;weekday;acceptable
2024-01-02 02:00:00;4.6251667947;14.6440750725;0.0;1.7920281012;5.6715465655;3.0777942111;0.0;weekday;acceptable
2024-01-02 03:00:00;5.9990980208;10.7276243351;0.0;0.8935212928;12.1979509959;1.5346158135;0.0;weekday;acceptable
2024-01-02 04:00:00;6.1169244275;11.6690259283;0.0;1.6225174578;8.1068353548;2.7866610103;0.0;weekday;acceptable
2024-01-02 05:00:00;6.5185580762;17.9375551718;0.0;0.4327091753;0.3236226222;0.7431746154;0.0;weekday;acceptable
2024-01-02 06:00:00;8.1363215164;19.4476681152;0.0;1.0127012855;4.7315785529;1.7393065163;0.0;weekday;acceptable
2024-01-02 07:00:00;7.8840415466;20.6060209528;0.3733082315;1.33599188;7.8187709615;2.2945555772;77.6457135308;weekday;acceptable
2024-01-02 08:00:00;8.4746297501;20.4206889703;0.7438853683;1.5794263727;5.8723887968;2.7126524094;150.0;weekday;acceptable
2024-01-02 09:00:00;8.173440452;23.7321605529;1.0853694979;0.4619275339;6.1993818328;0.7933569172;212.132034356;weekday;expensive
2024-01-02 10:00:00;7.2729260482;20.5002082349;1.2746441087;1.1924400059;2.2885712287;2.0480063592;259.8076211353;weekday;acceptable
2024-01-02 11:00:00;7.2393842975;22.162085018;1.7110600232;1.4314437753;4.6875499302;2.4584934589;289.7777478867;weekday;expensive
2024-01-02 12:00:00;6.5904243902;17.6233665953;2.0761518336;0.7239423913;6.4066421587;1.2433653801;300.0;weekday;acceptable
2024-01-02 13:00:00;5.4965761119;17.8252001606;1.7680158185;1.8119563216;4.7948771759;3.1120207733;289.7777478867;weekday;acceptable
2024-01-02 14:00:00;5.2125266036;13.6279157034;1.450931347;0.5008871857;5.3458052901;0.8602698135;259.8076211353;weekday;acceptable
2024-01-02 15:00:00;5.9503032937;13.3718158336;1.1025355437;0.4668508359;4.9517836679;0.8018126496;212.132034356;weekday;acceptable
2024-01-02 16:00:00;6.6686118367;20.1638085863;0.4586368876;0.5773246995;5.9195056338;0.9915506441;150.0;weekday;acceptable
2024-01-02 17:00:00;7.6850093585;13.3725339583;0.5123880481;1.1825861781;3.5990177361;2.0310824873;77.6457135308;weekday;acceptable
2024-01-02 18:00:00;7.6600523817;20.4065313431;1.940686536305035e-16;0.9975807893;2.1492169129;1.7133371828;3.67394039744206e-14;weekday;acceptable
2024-01-02 19:00:00;9.7740518607;25.547459318;0.0;1.1586547319;5.2529731517;1.9899804161;0.0;weekday;expensive
2024-01-02 20:00:00;9.9850753736;30.3488466556;0.0;1.4508403846;6.3440430016;2.4918069832;0.0;weekday;expensive
2024-01-02 21:00:00;9.968187451;22.8857501664;0.0;1.7255659738;6.7249131928;2.9636460284;0.0;weekday;expensive
2024-01-02 22:00:00;7.6270988109;18.9803106793;0.0;0.6506810519;3.9035772778;1.1175396041;0.0;weekday;acceptable
2024-01-02 23:00:00;7.6118021359;17.0165113469;0.0;1.4092410697;5.2141064996;2.4203604861;0.0;weekday;acceptable
2024-01-03 00:00:00;5.5075102604;6.9504353759;0.0;1.0147399902;5.1618802156;1.7428079758;0.0;weekday;acceptable
2024-01-03 01:00:00;4.4645245911;8.6549438403;0.0;0.2785871412;3.3504714742;0.4784712305;0.0;weekday;acceptable
2024-01-03 02:00:00;5.3191786367;6.1391690494;0.0;1.1675411989;8.3171101141;2.0052428534;0.0;weekday;acceptable
2024-01-03 03:00:00;5.2937960601;15.0984012635;0.0;1.2379069365;5.374127206;2.1260954559;0.0;weekday;acceptable
2024-01-03 04:00:00;5.1575550673;4.1672027427;0.0;1.3568014741;3.6151113398;2.3302958919;0.0;weekday;acceptable
2024-01-03 05:00:00;7.3347578176;20.6375002851;0.0;1.6533902539;2.5938188495;2.8396847955;0.0;weekday;acceptable
2024-01-03 06:00:00;7.9973656882;22.5167504591;0.0;0.5739065171;3.0662577369;0.9856799427;0.0;weekday;expensive
2024-01-03 07:00:00;8.0290343747;17.2599938763;0.3209233821;0.528710021;4.3072836136;0.9080553149;77.6457135308;weekday;acceptable
2024-01-03 08:00:00;8.5987088585;20.9905074544;0.7259516438;0.5835509672;8.8659878089;1.00224421;150.0;weekday;acceptable
2024-01-03 09:00:00;8.9211622783;30.2907174587;1.1534208655;1.1302895529;5.1375717107;1.9412634435;212.132034356;weekday;expensive
2024-01-03 10:00:00;8.0438737078;23.3669654074;1.5680137587;0.7602846305;2.1123638204;1.3057828909;259.8076211353;weekday;expensive
2024-01-03 11:00:00;7.3834757792;18.434117174;1.7178357021;1.082587533;5.3549697607;1.8593355984;289.7777478867;weekday;acceptable
2024-01-03 12:00:00;5.7363441228;11.6126939872;1.4509652658;1.0709744558;5.3253228193;1.8393902295;300.0;weekday;acceptable
2024-01-03 13:00:00;6.4031782666;18.1933026725;1.5865350122;0.5518473486;6.8239106471;0.9477934938;289.7777478867;weekday;acceptable
2024-01-03 14:00:00;5.1422035957;9.4513972333;1.3470403903;0.4020533671;4.6748446967;0.6905235052;259.8076211353;weekday;acceptable
2024-01-03 15:00:00;5.8222592895;10.0159784519;1.1627364048;0.0786790583;6.5044485212;0.1351306656;212.132034356;weekday;acceptable
2024-01-03 16:00:00;6.910798848;14.8749239114;0.9927103616;1.3625281622;6.398209036;2.3401314339;150.0;weekday;acceptable
2024-01-03 17:00:00;6.8285442418;17.6362973273;0.3924287653;1.2888681066;2.0760284687;2.213620866;77.6457135308;weekday;acceptable
2024-01-03 18:00:00;8.5645973612;17.5016907921;2.3440862908277993e-16;1.5327221477;6.8804902576;2.6324382693;3.67394039744206e-14;weekday;acceptable
2024-01-03 19:00:00;9.3413663153;29.0528560487;0.0;0.8919988213;3.6507017955;1.5320009806;0.0;weekday;expensive
2024-01-03 20:00:00;9.6888048209;24.8241725959;0.0;2.0232135228;6.1151045313;3.4748533597;0.0;weekday;expensive
2024-01-03 21:00:00;8.9218195531;18.6624726538;0.0;1.0176802915;2.7353231212;1.7478579202;0.0;weekday;acceptable
2024-01-03 22:00:00;9.0607364686;19.3056727283;0.0;1.4160622827;4.3825334484;2.4320758659;0.0;weekday;acceptable
2024-01-03 23:00:00;7.3567114319;11.4854552538;0.0;1.0470879864;6.3396870315;1.7983654055;0.0;weekday;acceptable
2024-01-04 00:00:00;4.3293896103;7.288289927;0.0;0.5589034623;4.979202007;0.9599123136;0.0;weekday;acceptable
2024-01-04 01:00:00;4.699871827;12.641987877;0.0;1.3122330315;7.9169294272;2.2537499412;0.0;weekday;acceptable
2024-01-04 02:00:00;5.480805159;7.6667031094;0.0;0.9784776558;8.5422149534;1.6805277008;0.0;weekday;acceptable
2024-01-04 03:00:00;5.3517866949;9.6440652201;0.0;0.9927607162;7.1677128792;1.7050587451;0.0;weekday;acceptable
2024-01-04 04:00:00;5.9878104742;7.7547738783;0.0;1.0222678876;5.7611730097;1.7557370805;0.0;weekday;acceptable
2024-01-04 05:00:00;6.8252447231;18.4777645881;0.0;2.2810513222;4.1086770515;3.9176877581;0.0;weekday;acceptable
2024-01-04 06:00:00;7.8166592135;22.4031145927;0.0;1.0669638753;5.2220498985;1.8325020888;0.0;weekday;expensive
2024-01-04 07:00:00;8.1091990801;18.4127214174;0.3723157345;0.3004433956;5.6876058475;0.5160091759;77.6457135308;weekday;acceptable
2024-01-04 08:00:00;8.4405299387;18.2281047101;0.6927153631;1.6503094372;2.5384294024;2.8343935169;150.0;weekday;acceptable
2024-01-04 09:00:00;8.8012803572;20.9248825334;1.2263403334;1.3866993906;4.6139768874;2.3816453291;212.132034356;weekday;acceptable
2024-01-04 10:00:00;8.32477651;20.0331471216;1.1931701472;0.6952357153;3.7114897927;1.1940618891;259.8076211353;weekday;acceptable
2024-01-04 11:00:00;7.1953358387;17.8498541054;1.4170111639;1.2506089416;5.1599981657;2.1479110502;289.7777478867;weekday;acceptable
2024-01-04 12:00:00;6.6372392732;12.804975122;1.871512164;0.4420847137;6.7549953403;0.7592770291;300.0;weekday;acceptable
2024-01-04 13:00:00;5.2507384568;9.4782698968;1.8321964592;0.0;3.5438098266;0.0;289.7777478867;weekday;acceptable
2024-01-04 14:00:00;5.6288249791;9.9167890669;1.2926211462;0.0;7.8098202007;0.0;259.8076211353;weekday;acceptable
2024-01-04 15:00:00;5.1936995432;8.3977728713;0.8886610191;0.3893632295;6.2650653648;0.6687282934;212.132034356;weekday;acceptable
2024-01-04 16:00:00;6.6248310493;14.3172005991;0.9381215993;1.1493319476;8.3622336767;1.9739686071;150.0;weekday;acceptable
2024-01-04 17:00:00;7.3094533097;20.1266433388;0.4271308803;1.12593964;5.5298251306;1.9337925023;77.6457135308;weekday;acceptable
2024-01-04 18:00:00;7.2691630171;13.7577998857;1.6244707158328475e-16;1.6281537158;7.3799677192;2.7963412392;3.67394039744206e-14;weekday;acceptable
2024-01-04 19:00:00;8.9255114456;20.2795211963;0.0;0.6032929745;5.7703112794;1.0361509528;0.0;weekday;acceptable
2024-01-04 20:00:00;9.684011485;21.8819074525;0.0;0.1648539154;0.8878506821;0.283135307;0.0;weekday;expensive
2024-01-04 21:00:00;9.3807096535;23.6721173377;0.0;1.49510967;3.6550286046;2.5678391338;0.0;weekday;expensive
2024-01-04 22:00:00;7.8885011926;18.6777236624;0.0;0.6909311943;1.5315825449;1.1866689081;0.0;weekday;acceptable
2024-01-04 23:00:00;8.2124902229;26.616277411;0.0;1.0624396968;7.4019613923;1.8247318477;0.0;weekday;expensive
2024-01-05 00:00:00;4.5210082873;6.5925646141;0.0;0.5953766873;7.2254484879;1.0225547915;0.0;weekday;acceptable
2024-01-05 01:00:00;4.8562852124;7.1158819701;0.0;1.4679521424;5.8465738659;2.5211962931;0.0;weekday;acceptable
2024-01-05 02:00:00;4.7553657851;9.9629169938;0.0;0.3835532445;5.7827379497;0.6587496896;0.0;weekday;acceptable
2024-01-05 03:00:00;4.3065083657;8.3172547093;0.0;1.1093339127;7.3048554477;1.9052722958;0.0;weekday;acceptable
2024-01-05 04:00:00;6.3313678087;13.8918822377;0.0;0.343573723;6.8146034599;0.590085175;0.0;weekday;acceptable
2024-01-05 05:00:00;6.231939037;15.8777460729;0.0;1.2460900841;4.9657712005;2.1401499477;0.0;weekday;acceptable
2024-01-05 06:00:00;7.4367605521;19.5187402093;0.0;2.3788348986;5.751447831;4.0856302839;0.0;weekday;acceptable
2024-01-05 07:00:00;9.2182995203;29.7927967635;0.365710428;1.1742014034;5.3857845746;2.0166817025;77.6457135308;weekday;expensive
2024-01-05 08:00:00;8.6829160711;23.1190944362;0.7502765653;1.5103209551;4.7715888508;2.5939643966;150.0;weekday;expensive
2024-01-05 09:00:00;8.3043792703;21.8011524078;0.7705766288;0.0;5.1249280924;0.0;212.132034356;weekday;expensive
2024-01-05 10:00:00;8.1112451879;20.3271314677;1.5268097131;0.0105483917;4.0108533669;0.0181167801;259.8076211353;weekday;acceptable
2024-01-05 11:00:00;6.6484180997;14.3628009222;1.4131920201;0.3100840492;5.7164012766;0.5325669228;289.7777478867;weekday;acceptable
2024-01-05 12:00:00;6.0349274283;17.0671578936;1.520908608;0.3876228241;4.8331098156;0.6657391607;300.0;weekday;acceptable
2024-01-05 13:00:00;7.0658930269;20.0446645333;1.1755967004;0.5893821239;8.1282635467;1.0122591759;289.7777478867;weekday;acceptable
2024-01-05 14:00:00;5.4964781536;2.6583063597;1.5988853575;1.009774891;2.6462906142;1.7342804568;259.8076211353;weekday;acceptable
2024-01-05 15:00:00;6.1613666954;20.3217319826;1.1449149225;0.5273253814;4.2024366183;0.9056772074;212.132034356;weekday;acceptable
2024-01-05 16:00:00;7.2948462508;17.4166547082;0.8295056331;0.2453256706;5.6996619641;0.4213449155;150.0;weekday;acceptable
2024-01-05 17:00:00;7.2402416376;19.4684612536;0.4552014664;0.5354506758;3.6438584434;0.9196323368;77.6457135308;weekday;acceptable
2024-01-05 18:00:00;7.3761769113;19.368177746;1.7650635218241483e-16;0.1837997209;6.335527345;0.3156745794;3.67394039744206e-14;weekday;acceptable
2024-01-05 19:00:00;9.57350221;30.1865030091;0.0;0.4055884767;2.6223610685;0.6965950281;0.0;weekday;expensive
2024-01-05 20:00:00;9.7427057174;27.8420341403;0.0;0.971668254;5.1852014221;1.6688326065;0.0;weekday;expensive
2024-01-05 21:00:00;9.7889494471;29.2360110402;0.0;0.8508376773;6.5864649165;1.4613070386;0.0;weekday;expensive
2024-01-05 22:00:00;8.3253694306;17.2429783015;0.0;0.7603176606;7.4879190552;1.3058396199;0.0;weekday;acceptable
2024-01-05 23:00:00;7.0083387153;16.7338323665;0.0;0.6403925024;4.3863866109;1.099869101;0.0;weekday;acceptable
2024-01-06 00:00:00;3.4249348783;0.9489293173;0.0;0.6147488083;5.4455974916;1.0558262575;0.0;weekend;acceptable
2024-01-06 01:00:00;4.180404446;10.159223842;0.0;1.4166945133;10.749728455;2.4331617172;0.0;weekend;acceptable
2024-01-06 02:00:00;4.6273931467;10.328457238;0.0;1.1395181406;3.2049669181;1.9571134706;0.0;weekend;acceptable
2024-01-06 03:00:00;4.5092220958;5.7368593751;0.0;0.6589186997;2.9621585832;1.1316876996;0.0;weekend;acceptable
2024-01-06 04:00:00;4.7409676188;1.32537742;0.0;1.170215384;5.0417779054;2.0098357454;0.0;weekend;acceptable
2024-01-06 05:00:00;6.0885204456;15.1982561881;0.0;0.7025526023;8.8452619641;1.2066285851;0.0;weekend;acceptable
2024-01-06 06:00:00;5.4785171561;13.8344998706;0.0;1.6456794594;6.7065769475;2.8264415663;0.0;weekend;acceptable
2024-01-06 07:00:00;6.9271516689;16.2496935456;0.3069311672;1.0179118432;8.1241022369;1.7482556084;77.6457135308;weekend;acceptable
2024-01-06 08:00:00;7.5271027093;17.4051297045;0.7695523924;0.8886156716;6.1639177605;1.5261904475;150.0;weekend;acceptable
2024-01-06 09:00:00;7.8250114496;20.716298104;1.2059314913;1.0722705751;6.917300397;1.8416163042;212.132034356;weekend;acceptable
2024-01-06 10:00:00;6.8972788421;13.6667953296;1.1189464955;0.406306138;5.3079802795;0.6978276059;259.8076211353;weekend;acceptable
2024-01-06 11:00:00;5.9831017031;16.8024430941;1.5467494748;1.7417614455;7.3786909588;2.991461624;289.7777478867;weekend;acceptable
2024-01-06 12:00:00;4.8149540436;12.438212238;1.5625398623;0.4417614552;4.0493345166;0.7587218351;300.0;weekend;acceptable
2024-01-06 13:00:00;5.5723115509;10.8237708143;1.2996345104;0.4738064436;4.7349128989;0.8137588513;289.7777478867;weekend;acceptable
2024-01-06 14:00:00;5.0644423569;10.9764564431;1.2453790154;0.0901336926;5.4646860527;0.1548039102;259.8076211353;weekend;acceptable
2024-01-06 15:00:00;5.6968646957;9.4691659596;1.3689057649;0.4274566565;8.1519421972;0.7341534555;212.132034356;weekend;acceptable
2024-01-06 16:00:00;4.6289323733;6.7700625323;0.661481645;0.7725001639;1.4753760591;1.3267629737;150.0;weekend;acceptable
2024-01-06 17:00:00;6.4925514634;17.7536247826;0.3400735387;0.9158696503;10.8711893991;1.5729989423;77.6457135308;weekend;acceptable
