Datetime,demand_kWh,price_EUR_MWh,solar_power_kW,wind_power_kW,temperature_C,wind_speed_mps,irradiance_index,day_type,comfort_index
2024-01-01 00:00:00,5.624033621897066,11.499077427285842,0.0,1.5378355004959723,8.434414361667084,2.641220412617742,0.0,weekday,acceptable
2024-01-01 01:00:00,4.887245834272078,7.500191014802336,0.0,0.2008308622584857,2.1198113869226596,0.34492543104230655,0.0,weekday,acceptable
2024-01-01 02:00:00,5.279589171662495,6.236528027180539,0.0,1.0202993698937879,5.853698356607739,1.7523561667521477,0.0,weekday,acceptable
2024-01-01 03:00:00,5.7191328252281295,7.811968287757967,0.0,0.9708031748520929,7.0919349344864395,1.667346839910056,0.0,weekday,acceptable
2024-01-01 04:00:00,5.89897699564119,9.019875643767977,0.0,0.8124548825834758,3.676632710038384,1.3953848896831649,0.0,weekday,acceptable
2024-01-01 05:00:00,6.957362301820927,17.518120616113396,0.0,0.7486019294867677,4.61450406559178,1.2857179434652133,0.0,weekday,acceptable
2024-01-01 06:00:00,7.694874188079455,17.809575411779875,0.0,0.859051966913112,6.19085327861573,1.4754150166117037,0.0,weekday,acceptable
2024-01-01 07:00:00,8.388560750008581,23.81486355927456,0.41780666410000344,0.17531181770428858,8.821924360270481,0.3010966721371381,77.64571353075623,weekday,expensive
2024-01-01 08:00:00,8.513601215666437,17.978049559520723,0.6518176006058914,0.4058419012181395,7.385597885858848,0.6970302827885269,149.99999999999997,weekday,acceptable
2024-01-01 09:00:00,8.10479632638257,20.214250528562765,0.8945066852777449,0.7431808379950232,4.42742947973958,1.2764072613395592,212.13203435596424,weekday,acceptable
2024-01-01 10:00:00,7.553567711951521,21.431522022112482,1.3787854148817682,1.5053054470103828,10.836913884166549,2.5853503008522276,259.80762113533154,weekday,expensive
2024-01-01 11:00:00,7.2933984329822845,15.840027058459127,1.5765876362036813,0.7498050084237868,7.8166203164721875,1.287784222105172,289.7777478867205,weekday,acceptable
2024-01-01 12:00:00,6.2578380490193695,11.54302524273103,1.467926949557917,0.20716103939319686,4.5567606196338915,0.3557974606308373,300.0,weekday,acceptable
2024-01-01 13:00:00,5.784033793225882,15.62264940750626,1.4943692836330322,0.6582104120352067,6.638645240219939,1.130471221079394,289.7777478867205,weekday,acceptable
2024-01-01 14:00:00,5.3080745434970655,5.7873514854833275,1.090240298929709,0.7143076732176252,4.453548240268719,1.2268178272535701,259.8076211353316,weekday,acceptable
2024-01-01 15:00:00,5.2050058079256525,11.645774289071555,1.0571844575892224,0.8055663876481289,4.981143828059712,1.3835539536502899,212.13203435596427,weekday,acceptable
2024-01-01 16:00:00,6.586473828843288,18.41161188819236,0.9143092418423409,1.1588708439158497,7.520561558672181,1.990351586727535,149.99999999999997,weekday,acceptable
2024-01-01 17:00:00,8.424984749302888,22.252991499061018,0.4497230894289078,0.5696099175155177,8.027673520252618,0.9783005665341213,77.64571353075631,weekday,expensive
2024-01-01 18:00:00,9.496262273809062,23.930622007044196,1.6650383387421946e-16,0.8457566291150069,3.14942115654396,1.4525803782035787,3.6739403974420595e-14,weekday,expensive
2024-01-01 19:00:00,9.329098941539007,19.609793354971828,0.0,0.6894079717667604,3.7759599650982505,1.1840527852715756,0.0,weekday,acceptable
2024-01-01 20:00:00,8.612075088754722,22.030793620884783,0.0,1.7472166554048536,6.587459468537971,3.000830904236942,0.0,weekday,expensive
2024-01-01 21:00:00,8.559305308466573,16.24178746681134,0.0,0.6005865530424764,4.828909321751146,1.031502695137367,0.0,weekday,acceptable
2024-01-01 22:00:00,8.231459487268653,19.96221187302654,0.0,0.8200274982300376,5.993027685827544,1.4083907976727756,0.0,weekday,acceptable
2024-01-01 23:00:00,7.822899842148342,22.549386909314727,0.0,0.6561715172953321,5.981984699711998,1.1269694353523776,0.0,weekday,expensive
2024-01-02 00:00:00,5.336736718046825,10.706087928155176,0.0,0.46095165798560334,7.724930389166669,0.7916808578738855,0.0,weekday,acceptable
2024-01-02 01:00:00,5.275100266243191,12.436010444192778,0.0,0.6437032501408552,2.9329436813652903,1.1055552842889154,0.0,weekday,acceptable
