Datetime;demand_MW;Price_EUR_MWh;res_Power;f_1;f_2;f_3;pv_power_1;pv_power_2;pv_power_3
2019-01-01 00:00:00;6968.4210526316;66.88;0.0;0.13955480052415767;0.7753056250529706;0.08513957442287162;0.0;0.0;0.0
2019-01-01 01:00:00;6776.8421052632;66.0;0.0;0.80637508944579;0.14048238465283344;0.05314252590137654;0.0;0.0;0.0
2019-01-01 02:00:00;6626.8421052632;63.64;0.0;0.09308548490482235;0.033974791711978675;0.872939723383199;0.0;0.0;0.0
2019-01-01 03:00:00;6572.1052631579;58.85;0.0;0.7801109973924734;0.1700745657433207;0.049814436864205974;0.0;0.0;0.0
2019-01-01 04:00:00;6510.0;55.47;0.0;0.4424030945960124;0.1017746687788069;0.4558222366251806;0.0;0.0;0.0
2019-01-01 05:00:00;6573.6842105263;56.0;0.0;0.09821082856890843;0.525258574535195;0.37653059689589663;0.0;0.0;0.0
2019-01-01 06:00:00;6655.7894736842;61.09;0.0;0.044585298327967454;0.23251933002922312;0.7228953716428096;0.0;0.0;0.0
2019-01-01 07:00:00;6808.4210526316;61.01;0.0;0.16571313987072467;0.28170066885292294;0.5525861912763523;0.0;0.0;0.0
2019-01-01 08:00:00;7005.2631578947;61.0;620.6893133333;0.31883593512901315;0.49493482568678454;0.18622923918420242;197.89805764120774;307.2007571002668;115.59049859182548
2019-01-01 09:00:00;7154.7368421053;63.0;1277.535122;0.09452598575283912;0.299765030590054;0.605708983657107;120.76026674092358;382.96035492619836;773.8145003328782
2019-01-01 10:00:00;7181.052631579;63.0;2097.9872053333;0.054030109606982436;0.82972928882564;0.11624060156737755;113.35447865820497;1740.7614318464912;243.87129482860405
2019-01-01 11:00:00;7024.2105263158;64.03;2618.9529013333;0.21000650405116844;0.04621867601436583;0.7437748199344656;549.997143083671;121.04453564360719;1947.9112226060213
2019-01-01 12:00:00;6870.5263157895;65.88;2433.1411286667;0.396162838179753;0.30467601538450384;0.2991611464357431;963.9200952244875;741.3197439503244;727.9012894918878
2019-01-01 13:00:00;6801.052631579;65.01;1593.535328;0.5168824443802074;0.45875778972586156;0.0243597658939311;823.6704355428554;731.0467449233558;38.81814753378871
2019-01-01 14:00:00;6709.4736842105;60.84;748.013842;0.12457671711245988;0.050292802400439894;0.8251304804871004;93.18510879103826;37.61971234849987;617.2090208604619
2019-01-01 15:00:00;6572.6315789474;61.09;49.844948;0.4154920565338078;0.1681728977796214;0.41633504568657076;20.71017995234071;8.382569344834545;20.752198702824746
2019-01-01 16:00:00;6496.3157894737;63.08;0.0;0.04258579849322546;0.9050149153966555;0.05239928611011908;0.0;0.0;0.0
